Date,Amount,Expense_Type,Category,Description
27-12-2024,2628,Expense,Insurance,Payment for Home Insurance
30-06-2024,1229,Expense,Savings & Investments,Payment for Mutual Funds
08-08-2023,4752,Expense,Clothing,Payment for Accessories
03-01-2024,1970,Expense,Debt Payments,Payment for Loans
27-01-2024,3281,Expense,Dining Out,Payment for Restaurants
12-11-2023,1382,Expense,Transportation,Payment for Public Transport
25-10-2022,2794,Income,Insurance,Payment for Life Insurance
16-08-2025,2310,Expense,Travel,Payment for Hotels
26-06-2023,3548,Expense,Personal Care,Payment for Cosmetics
14-08-2024,3463,Expense,Clothing,Payment for Casual Wear
11-02-2024,255,Expense,Entertainment,Payment for Streaming Services
18-10-2023,1859,Expense,Utilities,Payment for Electricity
27-11-2022,949,Expense,Housing,Payment for Rent
06-05-2023,797,Income,Housing,Payment for Mortgage
07-11-2024,2679,Expense,Savings & Investments,Payment for Fixed Deposits
14-04-2024,2492,Expense,Groceries,Payment for Fruits
27-03-2024,4482,Expense,Savings & Investments,Payment for Mutual Funds
02-01-2023,1811,Expense,Travel,Payment for Hotels
13-06-2025,4926,Expense,Miscellaneous,Payment for Donations
03-01-2025,4424,Income,Personal Care,Payment for Cosmetics
17-05-2023,2346,Expense,Utilities,Payment for Electricity
23-05-2025,4978,Income,Transportation,Payment for Public Transport
30-06-2023,1781,Expense,Travel,Payment for Hotels
01-06-2023,4048,Expense,Miscellaneous,Payment for Gifts
17-01-2023,3009,Expense,Travel,Payment for Hotels
20-05-2023,988,Expense,Dining Out,Payment for Takeaway
19-11-2023,4669,Expense,Healthcare,Payment for Medicines
06-08-2024,4605,Income,Healthcare,Payment for Doctor Visits
09-12-2024,2214,Expense,Education,Payment for Books
08-06-2024,2923,Income,Savings & Investments,Payment for Mutual Funds
04-09-2024,1500,Expense,Debt Payments,Payment for Credit Card
26-01-2025,1253,Income,Miscellaneous,Payment for Unexpected Expenses
16-01-2024,1922,Expense,Miscellaneous,Payment for Donations
14-07-2024,4541,Expense,Healthcare,Payment for Doctor Visits
28-10-2023,3074,Expense,Healthcare,Payment for Health Insurance
17-01-2023,2105,Income,Miscellaneous,Payment for Donations
27-12-2022,2241,Expense,Travel,Payment for Sightseeing
30-10-2024,1728,Expense,Entertainment,Payment for Movies
07-02-2023,4432,Expense,Education,Payment for Tuition
31-07-2025,2587,Income,Savings & Investments,Payment for Mutual Funds
29-12-2023,1715,Expense,Savings & Investments,Payment for Stocks
04-01-2023,4778,Expense,Travel,Payment for Sightseeing
18-07-2023,4874,Income,Personal Care,Payment for Cosmetics
19-07-2025,4176,Expense,Insurance,Payment for Life Insurance
22-04-2024,3061,Expense,Utilities,Payment for Electricity
05-06-2023,293,Expense,Savings & Investments,Payment for Stocks
11-07-2024,189,Income,Housing,Payment for Repairs
24-02-2023,2498,Income,Housing,Payment for Mortgage
11-11-2022,774,Income,Transportation,Payment for Taxi
31-08-2025,1614,Expense,Utilities,Payment for Gas
09-03-2023,4309,Expense,Education,Payment for Stationery
08-06-2023,153,Expense,Debt Payments,Payment for EMI
07-02-2023,4097,Expense,Debt Payments,Payment for Credit Card
15-01-2024,112,Income,Clothing,Payment for Accessories
03-09-2024,2112,Income,Personal Care,Payment for Salon
22-08-2025,3919,Expense,Insurance,Payment for Home Insurance
30-06-2023,3615,Income,Miscellaneous,Payment for Donations
03-04-2023,2276,Expense,Travel,Payment for Local Transport
04-05-2025,1596,Expense,Personal Care,Payment for Cosmetics
29-05-2023,4872,Income,Dining Out,Payment for Cafes
19-06-2023,4122,Expense,Transportation,Payment for Public Transport
03-03-2024,4883,Expense,Savings & Investments,Payment for Stocks
18-05-2025,3696,Expense,Debt Payments,Payment for Credit Card
19-11-2024,1840,Expense,Utilities,Payment for Phone
16-03-2024,179,Income,Housing,Payment for Property Tax
26-04-2023,3065,Expense,Entertainment,Payment for Concerts
13-11-2022,976,Expense,Personal Care,Payment for Cosmetics
24-10-2022,2030,Expense,Groceries,Payment for Snacks
22-03-2023,1775,Income,Travel,Payment for Sightseeing
16-08-2023,1869,Expense,Education,Payment for Stationery
22-11-2022,4594,Expense,Healthcare,Payment for Medicines
27-07-2024,2257,Expense,Healthcare,Payment for Doctor Visits
22-02-2023,3338,Expense,Debt Payments,Payment for EMI
19-05-2024,4833,Expense,Utilities,Payment for Phone
18-10-2022,2945,Expense,Travel,Payment for Local Transport
27-08-2023,1806,Expense,Clothing,Payment for Casual Wear
23-03-2025,2587,Income,Insurance,Payment for Vehicle Insurance
29-04-2025,2377,Expense,Transportation,Payment for Car Maintenance
27-03-2025,2178,Expense,Personal Care,Payment for Cosmetics
03-11-2023,3246,Expense,Housing,Payment for Property Tax
05-05-2025,2267,Expense,Utilities,Payment for Internet
26-10-2022,3703,Expense,Clothing,Payment for Casual Wear
08-01-2024,3211,Expense,Entertainment,Payment for Games
06-06-2025,2477,Income,Personal Care,Payment for Cosmetics
07-01-2023,4309,Income,Utilities,Payment for Phone
01-04-2024,464,Expense,Entertainment,Payment for Concerts
08-12-2024,4144,Expense,Travel,Payment for Sightseeing
16-09-2023,4300,Expense,Transportation,Payment for Fuel
21-07-2023,1885,Expense,Personal Care,Payment for Gym Membership
16-09-2023,2118,Expense,Utilities,Payment for Water
24-03-2025,2920,Expense,Debt Payments,Payment for Loans
13-07-2025,1072,Income,Transportation,Payment for Car Maintenance
27-12-2023,448,Expense,Healthcare,Payment for Medicines
09-09-2024,3027,Expense,Savings & Investments,Payment for Mutual Funds
04-06-2025,2969,Expense,Travel,Payment for Flights
06-10-2024,4020,Expense,Transportation,Payment for Public Transport
01-06-2025,178,Expense,Miscellaneous,Payment for Gifts
19-05-2023,1582,Expense,Groceries,Payment for Meat
18-07-2025,1100,Expense,Education,Payment for Tuition
08-01-2023,3002,Expense,Housing,Payment for Repairs
08-05-2025,393,Expense,Dining Out,Payment for Cafes
22-01-2024,1474,Expense,Debt Payments,Payment for Loans
14-01-2023,653,Expense,Healthcare,Payment for Doctor Visits
28-05-2025,1640,Income,Dining Out,Payment for Restaurants
01-09-2024,4878,Expense,Personal Care,Payment for Gym Membership
29-08-2023,4301,Income,Transportation,Payment for Fuel
23-12-2022,2198,Expense,Transportation,Payment for Public Transport
01-10-2024,797,Expense,Healthcare,Payment for Medicines
19-02-2025,549,Income,Healthcare,Payment for Doctor Visits
27-09-2023,3406,Expense,Insurance,Payment for Life Insurance
27-11-2022,435,Expense,Education,Payment for Stationery
10-04-2024,4283,Expense,Healthcare,Payment for Medicines
23-01-2023,4393,Expense,Healthcare,Payment for Doctor Visits
18-02-2025,1785,Expense,Savings & Investments,Payment for Mutual Funds
31-03-2025,2607,Expense,Dining Out,Payment for Cafes
23-05-2025,4872,Expense,Education,Payment for Tuition
23-06-2025,1228,Expense,Utilities,Payment for Phone
11-11-2022,929,Income,Transportation,Payment for Fuel
19-02-2024,1555,Expense,Transportation,Payment for Car Maintenance
24-01-2025,1056,Expense,Healthcare,Payment for Doctor Visits
02-04-2025,3707,Expense,Miscellaneous,Payment for Gifts
14-03-2025,2355,Income,Miscellaneous,Payment for Gifts
05-12-2024,322,Expense,Education,Payment for Courses
20-02-2025,2945,Expense,Insurance,Payment for Home Insurance
11-07-2023,3145,Expense,Healthcare,Payment for Doctor Visits
12-08-2024,2922,Expense,Travel,Payment for Sightseeing
25-12-2024,1656,Expense,Travel,Payment for Hotels
27-01-2023,4740,Expense,Insurance,Payment for Vehicle Insurance
30-04-2025,2497,Expense,Education,Payment for Books
12-07-2025,2901,Expense,Dining Out,Payment for Restaurants
23-03-2025,1374,Expense,Transportation,Payment for Fuel
11-10-2022,2107,Income,Insurance,Payment for Vehicle Insurance
23-05-2024,3952,Expense,Groceries,Payment for Vegetables
16-04-2023,3172,Expense,Clothing,Payment for Shoes
06-05-2024,2816,Expense,Groceries,Payment for Vegetables
20-12-2023,2204,Expense,Insurance,Payment for Home Insurance
16-01-2025,4916,Expense,Dining Out,Payment for Cafes
27-09-2025,1779,Income,Personal Care,Payment for Cosmetics
10-05-2024,4635,Expense,Debt Payments,Payment for Credit Card
05-03-2025,2772,Expense,Healthcare,Payment for Health Insurance
10-11-2022,4620,Income,Clothing,Payment for Casual Wear
01-03-2024,4726,Income,Groceries,Payment for Fruits
31-07-2025,2944,Income,Personal Care,Payment for Gym Membership
22-09-2024,3413,Expense,Personal Care,Payment for Cosmetics
12-06-2024,1890,Income,Dining Out,Payment for Restaurants
12-06-2025,2011,Expense,Travel,Payment for Local Transport
09-12-2024,4474,Expense,Savings & Investments,Payment for Stocks
16-03-2024,4912,Expense,Savings & Investments,Payment for Fixed Deposits
27-07-2023,4651,Expense,Entertainment,Payment for Games
08-03-2024,2725,Expense,Debt Payments,Payment for Loans
01-01-2024,1989,Expense,Entertainment,Payment for Streaming Services
07-01-2025,4623,Expense,Travel,Payment for Hotels
15-02-2024,63,Expense,Insurance,Payment for Home Insurance
17-04-2025,4872,Expense,Personal Care,Payment for Salon
19-08-2023,3108,Expense,Clothing,Payment for Casual Wear
29-04-2024,795,Income,Debt Payments,Payment for Loans
28-10-2024,2060,Expense,Dining Out,Payment for Takeaway
26-01-2025,2663,Expense,Groceries,Payment for Vegetables
15-05-2025,4620,Expense,Travel,Payment for Flights
12-02-2024,2996,Expense,Savings & Investments,Payment for Fixed Deposits
28-08-2023,4669,Expense,Education,Payment for Courses
09-07-2023,3232,Income,Insurance,Payment for Home Insurance
16-01-2024,3536,Expense,Education,Payment for Tuition
10-09-2025,4556,Expense,Healthcare,Payment for Medicines
21-06-2024,4128,Expense,Groceries,Payment for Vegetables
31-08-2024,1957,Expense,Clothing,Payment for Shoes
11-11-2023,4041,Expense,Entertainment,Payment for Movies
06-06-2025,1697,Expense,Transportation,Payment for Car Maintenance
09-04-2024,4826,Expense,Education,Payment for Books
08-05-2023,2713,Expense,Healthcare,Payment for Medicines
05-03-2023,1932,Expense,Housing,Payment for Rent
11-09-2023,378,Income,Utilities,Payment for Electricity
05-03-2025,4417,Expense,Housing,Payment for Mortgage
07-04-2025,4320,Expense,Clothing,Payment for Formal Wear
21-07-2024,2255,Income,Clothing,Payment for Formal Wear
07-11-2023,4767,Income,Healthcare,Payment for Health Insurance
05-08-2024,1737,Expense,Dining Out,Payment for Restaurants
09-05-2024,4379,Expense,Personal Care,Payment for Gym Membership
08-04-2024,4286,Expense,Transportation,Payment for Car Maintenance
21-03-2025,2216,Expense,Housing,Payment for Property Tax
03-09-2025,431,Expense,Savings & Investments,Payment for Mutual Funds
20-01-2024,3642,Income,Savings & Investments,Payment for Fixed Deposits
28-01-2024,1483,Income,Transportation,Payment for Car Maintenance
16-04-2024,4194,Income,Entertainment,Payment for Movies
05-03-2024,3931,Income,Insurance,Payment for Home Insurance
01-09-2024,3491,Income,Utilities,Payment for Electricity
24-07-2025,3454,Expense,Utilities,Payment for Internet
27-12-2024,4294,Expense,Education,Payment for Courses
02-02-2025,2254,Expense,Clothing,Payment for Shoes
05-05-2024,2249,Expense,Groceries,Payment for Fruits
14-08-2024,3582,Expense,Entertainment,Payment for Concerts
18-05-2023,4521,Expense,Personal Care,Payment for Gym Membership
25-06-2023,2779,Expense,Miscellaneous,Payment for Unexpected Expenses
25-04-2025,645,Expense,Travel,Payment for Local Transport
18-02-2025,3960,Income,Clothing,Payment for Shoes
19-11-2022,3546,Expense,Insurance,Payment for Home Insurance
22-01-2023,3169,Expense,Savings & Investments,Payment for Stocks
19-03-2024,3850,Expense,Clothing,Payment for Formal Wear
22-03-2024,2686,Expense,Insurance,Payment for Vehicle Insurance
06-08-2025,3120,Expense,Transportation,Payment for Fuel
21-12-2024,2873,Expense,Utilities,Payment for Water
27-11-2024,1542,Income,Miscellaneous,Payment for Gifts
07-06-2024,3366,Expense,Housing,Payment for Property Tax
21-11-2023,3952,Income,Education,Payment for Courses
03-08-2023,2359,Expense,Healthcare,Payment for Medicines
08-02-2025,4987,Income,Education,Payment for Tuition
02-04-2023,4634,Expense,Entertainment,Payment for Streaming Services
16-06-2023,3910,Income,Clothing,Payment for Accessories
07-03-2023,3263,Expense,Personal Care,Payment for Gym Membership
14-02-2025,3346,Income,Personal Care,Payment for Salon
29-10-2024,3642,Income,Insurance,Payment for Life Insurance
10-05-2023,1573,Expense,Education,Payment for Courses
27-03-2023,3605,Income,Education,Payment for Books
18-10-2022,4309,Income,Savings & Investments,Payment for Fixed Deposits
21-06-2024,1024,Income,Miscellaneous,Payment for Gifts
25-11-2022,1720,Expense,Groceries,Payment for Fruits
20-09-2024,4279,Expense,Savings & Investments,Payment for Mutual Funds
04-06-2024,4855,Income,Dining Out,Payment for Takeaway
12-04-2024,3944,Income,Clothing,Payment for Accessories
07-10-2023,2853,Expense,Housing,Payment for Repairs
11-06-2024,1581,Expense,Education,Payment for Stationery
25-12-2022,3866,Expense,Entertainment,Payment for Concerts
07-08-2025,2262,Expense,Insurance,Payment for Life Insurance
08-07-2025,4706,Expense,Dining Out,Payment for Restaurants
12-10-2022,4129,Expense,Miscellaneous,Payment for Unexpected Expenses
08-02-2023,631,Expense,Debt Payments,Payment for Credit Card
21-08-2025,3607,Expense,Personal Care,Payment for Cosmetics
08-03-2025,3579,Expense,Miscellaneous,Payment for Unexpected Expenses
12-05-2024,2432,Expense,Insurance,Payment for Life Insurance
03-05-2024,2734,Expense,Dining Out,Payment for Takeaway
14-07-2023,280,Expense,Entertainment,Payment for Games
07-07-2025,1933,Expense,Dining Out,Payment for Takeaway
23-02-2025,4148,Expense,Insurance,Payment for Vehicle Insurance
05-10-2022,1961,Income,Clothing,Payment for Accessories
26-05-2023,734,Expense,Personal Care,Payment for Gym Membership
17-03-2024,4226,Expense,Entertainment,Payment for Movies
07-12-2022,2005,Expense,Miscellaneous,Payment for Donations
02-05-2023,1348,Expense,Miscellaneous,Payment for Unexpected Expenses
10-09-2025,4533,Income,Groceries,Payment for Fruits
12-12-2024,4972,Income,Miscellaneous,Payment for Unexpected Expenses
24-08-2023,1418,Expense,Clothing,Payment for Shoes
23-01-2025,2316,Expense,Housing,Payment for Mortgage
12-11-2022,701,Expense,Travel,Payment for Hotels
04-01-2025,2160,Income,Dining Out,Payment for Cafes
14-04-2023,3148,Expense,Education,Payment for Books
12-03-2025,2805,Expense,Insurance,Payment for Life Insurance
26-08-2023,3785,Expense,Groceries,Payment for Dairy
24-08-2024,4098,Expense,Clothing,Payment for Casual Wear
25-10-2022,1227,Expense,Education,Payment for Stationery
12-08-2023,2307,Expense,Miscellaneous,Payment for Gifts
28-09-2023,1092,Expense,Entertainment,Payment for Concerts
15-05-2025,2606,Income,Insurance,Payment for Home Insurance
06-10-2023,3734,Expense,Utilities,Payment for Water
31-05-2023,2985,Expense,Housing,Payment for Repairs
19-01-2024,1673,Expense,Housing,Payment for Property Tax
31-01-2023,2134,Expense,Groceries,Payment for Dairy
18-03-2024,2504,Expense,Insurance,Payment for Life Insurance
03-09-2024,2521,Expense,Groceries,Payment for Vegetables
12-03-2024,4828,Expense,Dining Out,Payment for Takeaway
22-11-2024,2435,Expense,Entertainment,Payment for Games
09-06-2023,1344,Expense,Miscellaneous,Payment for Donations
27-01-2023,4118,Income,Personal Care,Payment for Gym Membership
19-08-2025,968,Expense,Dining Out,Payment for Restaurants
20-07-2024,4797,Expense,Housing,Payment for Mortgage
24-08-2025,1653,Income,Transportation,Payment for Taxi
31-07-2025,3045,Income,Dining Out,Payment for Cafes
25-12-2022,3436,Expense,Personal Care,Payment for Cosmetics
13-11-2022,1131,Expense,Utilities,Payment for Electricity
18-04-2025,425,Expense,Entertainment,Payment for Streaming Services
12-10-2024,1458,Income,Dining Out,Payment for Restaurants
22-05-2025,2153,Income,Travel,Payment for Flights
30-10-2024,66,Expense,Clothing,Payment for Formal Wear
29-10-2024,482,Income,Entertainment,Payment for Streaming Services
30-11-2024,4100,Income,Debt Payments,Payment for EMI
11-10-2024,286,Income,Clothing,Payment for Casual Wear
02-09-2025,356,Income,Utilities,Payment for Phone
08-04-2024,4578,Income,Insurance,Payment for Home Insurance
07-03-2024,73,Expense,Housing,Payment for Property Tax
17-05-2024,3359,Income,Housing,Payment for Mortgage
